Timestamp,Price,Market_Regime,Action,Net_Return
2021-01-02 06:30:00,30041.24814856116,Unknown,🟡 HOLD,0.0
2021-01-02 07:00:00,30050.55824492961,Unknown,🟡 HOLD,0.0
2021-01-02 07:30:00,30068.435112432508,Unknown,🟡 HOLD,0.0
2021-01-02 08:00:00,30062.393749672,Unknown,🟡 HOLD,-0.0
2021-01-02 08:30:00,30062.904558339163,Unknown,🟡 HOLD,0.0
2021-01-02 09:00:00,30068.43646753843,Unknown,🟡 HOLD,0.0
2021-01-02 09:30:00,30096.888669731397,Unknown,🟡 HOLD,0.0
2021-01-02 10:00:00,30104.539750561285,Unknown,🟡 HOLD,0.0
2021-01-02 10:30:00,30128.03299481498,Unknown,🟡 HOLD,0.0
2021-01-02 11:00:00,30095.29558876632,Unknown,🟡 HOLD,-0.0
2021-01-02 11:30:00,30098.570368325403,Unknown,🟡 HOLD,0.0
2021-01-02 12:00:00,30094.250843585807,Unknown,🟡 HOLD,-0.0
2021-01-02 12:30:00,30096.038559237884,Unknown,🟡 HOLD,0.0
2021-01-02 13:00:00,30069.92173372695,Unknown,🟡 HOLD,-0.0
2021-01-02 13:30:00,30044.530610114623,Unknown,🟡 HOLD,-0.0
2021-01-02 14:00:00,30042.20827652599,Unknown,🟡 HOLD,-0.0
2021-01-02 14:30:00,30024.181259400768,Unknown,🟡 HOLD,-0.0
2021-01-02 15:00:00,29999.8381493244,Unknown,🟡 HOLD,-0.0
2021-01-02 15:30:00,30028.052555979622,Unknown,🟡 HOLD,0.0
2021-01-02 16:00:00,30014.529088135296,Unknown,🟡 HOLD,-0.0
2021-01-02 16:30:00,29987.49447034089,Unknown,🟡 HOLD,-0.0
2021-01-02 17:00:00,29996.069428174276,Unknown,🟡 HOLD,0.0
2021-01-02 17:30:00,29995.03097698121,Unknown,🟡 HOLD,-0.0
2021-01-02 18:00:00,29994.99603882845,Unknown,🟡 HOLD,-0.0
2021-01-02 18:30:00,30005.033344478063,Unknown,🟡 HOLD,0.0
2021-01-02 19:00:00,30018.959023715717,Unknown,🟡 HOLD,0.0
2021-01-02 19:30:00,29994.57120093484,Unknown,🟡 HOLD,-0.0
2021-01-02 20:00:00,30013.622260594773,Unknown,🟡 HOLD,0.0
2021-01-02 20:30:00,30027.04887252602,Unknown,🟡 HOLD,0.0
2021-01-02 21:00:00,30040.5792588108,Unknown,🟡 HOLD,0.0
2021-01-02 21:30:00,30035.5025075122,Unknown,🟡 HOLD,-0.0
2021-01-02 22:00:00,30007.281792072343,Unknown,🟡 HOLD,-0.0
2021-01-02 22:30:00,30014.937372788874,Unknown,🟡 HOLD,0.0
2021-01-02 23:00:00,30002.553754398723,Unknown,🟡 HOLD,-0.0
2021-01-02 23:30:00,29999.92368114213,Unknown,🟡 HOLD,-0.0
2021-01-03 00:00:00,29998.72755152165,Unknown,🟡 HOLD,-0.0
2021-01-03 00:30:00,29969.276214736343,Unknown,🟡 HOLD,-0.0
2021-01-03 01:00:00,29957.75292700769,Unknown,🟡 HOLD,-0.0
2021-01-03 01:30:00,29955.85206788078,Unknown,🟡 HOLD,-0.0
2021-01-03 02:00:00,29953.850968908067,Unknown,🟡 HOLD,-0.0
2021-01-03 02:30:00,29915.125407070853,Unknown,🟡 HOLD,-0.0
2021-01-03 03:00:00,29920.699158137963,Unknown,🟡 HOLD,0.0
2021-01-03 03:30:00,29903.919068109983,Unknown,🟡 HOLD,-0.0
2021-01-03 04:00:00,29870.40408780247,Unknown,🟡 HOLD,-0.0
2021-01-03 04:30:00,29856.66909204266,Unknown,🟡 HOLD,-0.0
2021-01-03 05:00:00,29856.149219409235,Unknown,🟡 HOLD,-0.0
2021-01-03 05:30:00,29876.62181756849,Unknown,🟡 HOLD,0.0
2021-01-03 06:00:00,29906.02660432946,Unknown,🟡 HOLD,0.0
2021-01-03 06:30:00,29911.653893673298,Unknown,🟡 HOLD,0.0
2021-01-03 07:00:00,29913.68470906945,Unknown,🟡 HOLD,0.0
2021-01-03 07:30:00,29927.73380899468,Unknown,🟡 HOLD,0.0
2021-01-03 08:00:00,29917.38501237467,Unknown,🟡 HOLD,-0.0
2021-01-03 08:30:00,29909.262657251187,Unknown,🟡 HOLD,-0.0
2021-01-03 09:00:00,29885.930027763297,Unknown,🟡 HOLD,-0.0
2021-01-03 09:30:00,29929.55065444173,Unknown,🟡 HOLD,0.0
2021-01-03 10:00:00,29912.290141680354,Unknown,🟡 HOLD,-0.0
2021-01-03 10:30:00,29929.17884380473,Unknown,🟡 HOLD,0.0
2021-01-03 11:00:00,29899.97788548416,Unknown,🟡 HOLD,-0.0
2021-01-03 11:30:00,29924.669652573517,Unknown,🟡 HOLD,0.0
2021-01-03 12:00:00,29909.05010562327,Unknown,🟡 HOLD,-0.0
2021-01-03 12:30:00,29908.87470316484,Unknown,🟡 HOLD,-0.0
2021-01-03 13:00:00,29909.11681891202,Unknown,🟡 HOLD,0.0
2021-01-03 13:30:00,29878.77340920976,Unknown,🟡 HOLD,-0.0
2021-01-03 14:00:00,29862.01778907865,Unknown,🟡 HOLD,-0.0
2021-01-03 14:30:00,29841.24779870241,Unknown,🟡 HOLD,-0.0
2021-01-03 15:00:00,29853.096464772883,Unknown,🟡 HOLD,0.0
2021-01-03 15:30:00,29849.762092151872,Unknown,🟡 HOLD,-0.0
2021-01-03 16:00:00,29882.47351705072,Unknown,🟡 HOLD,0.0
2021-01-03 16:30:00,29886.676366020907,Unknown,🟡 HOLD,0.0
2021-01-03 17:00:00,29881.56578773581,Unknown,🟡 HOLD,-0.0
2021-01-03 17:30:00,29879.7884866175,Unknown,🟡 HOLD,-0.0
2021-01-03 18:00:00,29858.924211798832,Unknown,🟡 HOLD,-0.0
2021-01-03 18:30:00,29864.80786398445,Unknown,🟡 HOLD,0.0
2021-01-03 19:00:00,29883.02764759727,Unknown,🟡 HOLD,0.0
2021-01-03 19:30:00,29860.59796474079,Unknown,🟡 HOLD,-0.0
2021-01-03 20:00:00,29862.59587873152,Unknown,🟡 HOLD,0.0
2021-01-03 20:30:00,29836.890118895488,Unknown,🟡 HOLD,-0.0
2021-01-03 21:00:00,29847.774293815997,Unknown,🟡 HOLD,0.0
2021-01-03 21:30:00,29862.85681442208,Unknown,🟡 HOLD,0.0
2021-01-03 22:00:00,29869.18035401764,Unknown,🟡 HOLD,0.0
2021-01-03 22:30:00,29848.864660182568,Unknown,🟡 HOLD,-0.0
2021-01-03 23:00:00,29854.85804280033,Unknown,🟡 HOLD,0.0
2021-01-03 23:30:00,29840.060941612934,Unknown,🟡 HOLD,-0.0
2021-01-04 00:00:00,29839.984354322623,Unknown,🟡 HOLD,-0.0
2021-01-04 00:30:00,29812.01192321573,Unknown,🟡 HOLD,-0.0
2021-01-04 01:00:00,29819.957465886284,Unknown,🟡 HOLD,0.0
2021-01-04 01:30:00,29840.52304938963,Unknown,🟡 HOLD,0.0
2021-01-04 02:00:00,29866.111920780928,Unknown,🟡 HOLD,0.0
2021-01-04 02:30:00,29861.047702084583,Unknown,🟡 HOLD,-0.0
2021-01-04 03:00:00,29870.11053427651,Unknown,🟡 HOLD,0.0
2021-01-04 03:30:00,29872.26986274025,Unknown,🟡 HOLD,0.0
2021-01-04 04:00:00,29868.951166663137,Unknown,🟡 HOLD,-0.0
2021-01-04 04:30:00,29885.99307355882,Unknown,🟡 HOLD,0.0
2021-01-04 05:00:00,29904.055149114607,Unknown,🟡 HOLD,0.0
2021-01-04 05:30:00,29904.770768257436,Unknown,🟡 HOLD,0.0
2021-01-04 06:00:00,29946.049053916533,Unknown,🟡 HOLD,0.0
2021-01-04 06:30:00,29941.91233537664,Unknown,🟡 HOLD,-0.0
2021-01-04 07:00:00,29936.32128395787,Unknown,🟡 HOLD,-0.0
2021-01-04 07:30:00,29943.975620648253,Unknown,🟡 HOLD,0.0
2021-01-04 08:00:00,29984.025656941503,Unknown,🟡 HOLD,0.0
2021-01-04 08:30:00,29957.086186486595,Unknown,🟡 HOLD,-0.0
2021-01-04 09:00:00,29970.04712328052,Unknown,🟡 HOLD,0.0
2021-01-04 09:30:00,29975.854813168964,Unknown,🟡 HOLD,0.0
2021-01-04 10:00:00,30005.35203515453,Unknown,🟡 HOLD,0.0
2021-01-04 10:30:00,30015.805686920117,Unknown,🟡 HOLD,0.0
2021-01-04 11:00:00,30032.188945486585,Unknown,🟡 HOLD,0.0
2021-01-04 11:30:00,30013.95832827526,Unknown,🟡 HOLD,-0.0
2021-01-04 12:00:00,29992.86400822693,Unknown,🟡 HOLD,-0.0
2021-01-04 12:30:00,29989.488503885572,Unknown,🟡 HOLD,-0.0
2021-01-04 13:00:00,29960.99528916337,Unknown,🟡 HOLD,-0.0
2021-01-04 13:30:00,29956.820205708467,Unknown,🟡 HOLD,-0.0
2021-01-04 14:00:00,29968.57335980147,Unknown,🟡 HOLD,0.0
2021-01-04 14:30:00,29975.82788718482,Unknown,🟡 HOLD,0.0
2021-01-04 15:00:00,29972.319075640105,Unknown,🟡 HOLD,-0.0
2021-01-04 15:30:00,29976.88518426485,Unknown,🟡 HOLD,0.0
2021-01-04 16:00:00,29942.821362076123,Unknown,🟡 HOLD,-0.0
2021-01-04 16:30:00,29953.252600891406,Unknown,🟡 HOLD,0.0
2021-01-04 17:00:00,29940.1300104858,Unknown,🟡 HOLD,-0.0
2021-01-04 17:30:00,29955.9030271144,Unknown,🟡 HOLD,0.0
2021-01-04 18:00:00,29955.277581616727,Unknown,🟡 HOLD,-0.0
2021-01-04 18:30:00,29969.95538482172,Unknown,🟡 HOLD,0.0
2021-01-04 19:00:00,29955.10242469771,Unknown,🟡 HOLD,-0.0
2021-01-04 19:30:00,30014.180058434387,Unknown,🟡 HOLD,0.0
2021-01-04 20:00:00,30001.212841027016,Unknown,🟡 HOLD,-0.0
2021-01-04 20:30:00,29973.92167883661,Unknown,🟡 HOLD,-0.0
2021-01-04 21:00:00,29996.538595867936,Unknown,🟡 HOLD,0.0
2021-01-04 21:30:00,30028.988892181333,Unknown,🟡 HOLD,0.0
2021-01-04 22:00:00,30028.089968633143,Unknown,🟡 HOLD,-0.0
2021-01-04 22:30:00,30038.122284393547,Unknown,🟡 HOLD,0.0
2021-01-04 23:00:00,30031.0732828741,Unknown,🟡 HOLD,-0.0
2021-01-04 23:30:00,30032.56713049957,Unknown,🟡 HOLD,0.0
2021-01-05 00:00:00,30021.94924752981,Unknown,🟡 HOLD,-0.0
2021-01-05 00:30:00,30033.46617545325,Unknown,🟡 HOLD,0.0
2021-01-05 01:00:00,30021.40232569485,Unknown,🟡 HOLD,-0.0
2021-01-05 01:30:00,30078.623682547302,Unknown,🟡 HOLD,0.0
2021-01-05 02:00:00,30061.675954186623,Unknown,🟡 HOLD,-0.0
2021-01-05 02:30:00,30082.287153562665,Unknown,🟡 HOLD,0.0
2021-01-05 03:00:00,30079.860501633226,Unknown,🟡 HOLD,-0.0
2021-01-05 03:30:00,30099.56200992314,Unknown,🟡 HOLD,0.0
2021-01-05 04:00:00,30091.959936591044,Unknown,🟡 HOLD,-0.0
2021-01-05 04:30:00,30082.83262282348,Unknown,🟡 HOLD,-0.0
2021-01-05 05:00:00,30080.84746433149,Unknown,🟡 HOLD,-0.0
2021-01-05 05:30:00,30073.08445809812,Unknown,🟡 HOLD,-0.0
2021-01-05 06:00:00,30065.59191792425,Unknown,🟡 HOLD,-0.0
2021-01-05 06:30:00,30078.59006862793,Unknown,🟡 HOLD,0.0
2021-01-05 07:00:00,30081.557965678105,Unknown,🟡 HOLD,0.0
2021-01-05 07:30:00,30084.96640247521,Unknown,🟡 HOLD,0.0
2021-01-05 08:00:00,30074.233139400465,Unknown,🟡 HOLD,-0.0
2021-01-05 08:30:00,30070.95132498989,Unknown,🟡 HOLD,-0.0
2021-01-05 09:00:00,30047.625555702423,Unknown,🟡 HOLD,-0.0
2021-01-05 09:30:00,30028.72646590894,Unknown,🟡 HOLD,-0.0
2021-01-05 10:00:00,30027.018616382007,Unknown,🟡 HOLD,-0.0
2021-01-05 10:30:00,30022.570021687567,Unknown,🟡 HOLD,-0.0
2021-01-05 11:00:00,30033.77971103297,Unknown,🟡 HOLD,0.0
2021-01-05 11:30:00,30022.51562295566,Unknown,🟡 HOLD,-0.0
2021-01-05 12:00:00,30040.069765200227,Unknown,🟡 HOLD,0.0
2021-01-05 12:30:00,30043.07031324508,Unknown,🟡 HOLD,0.0
2021-01-05 13:00:00,30042.31782979165,Unknown,🟡 HOLD,-0.0
2021-01-05 13:30:00,30030.743335046303,Unknown,🟡 HOLD,-0.0
2021-01-05 14:00:00,30014.498126835053,Unknown,🟡 HOLD,-0.0
2021-01-05 14:30:00,29992.33560153377,Unknown,🟡 HOLD,-0.0
2021-01-05 15:00:00,30023.39916454434,Unknown,🟡 HOLD,0.0
2021-01-05 15:30:00,30042.609229096048,Unknown,🟡 HOLD,0.0
2021-01-05 16:00:00,30065.77863996741,Unknown,🟡 HOLD,0.0
2021-01-05 16:30:00,30071.700757788705,Unknown,🟡 HOLD,0.0
2021-01-05 17:00:00,30041.01572369481,Unknown,🟡 HOLD,-0.0
2021-01-05 17:30:00,30046.157505357016,Unknown,🟡 HOLD,0.0
2021-01-05 18:00:00,30052.190554686465,Unknown,🟡 HOLD,0.0
2021-01-05 18:30:00,30044.028387282546,Unknown,🟡 HOLD,-0.0
2021-01-05 19:00:00,30052.81750564958,Unknown,🟡 HOLD,0.0
2021-01-05 19:30:00,30014.48272038069,Unknown,🟡 HOLD,-0.0
2021-01-05 20:00:00,30012.03765643768,Unknown,🟡 HOLD,-0.0
2021-01-05 20:30:00,30062.535670141813,Unknown,🟡 HOLD,0.0
2021-01-05 21:00:00,30045.40523985755,Unknown,🟡 HOLD,-0.0
2021-01-05 21:30:00,30058.571436590493,Unknown,🟡 HOLD,0.0
2021-01-05 22:00:00,30074.21616757952,Unknown,🟡 HOLD,0.0
2021-01-05 22:30:00,30064.277838598056,Unknown,🟡 HOLD,-0.0
2021-01-05 23:00:00,30079.26116923411,Unknown,🟡 HOLD,0.0
2021-01-05 23:30:00,30088.24631531278,Unknown,🟡 HOLD,0.0
2021-01-06 00:00:00,30106.215938363017,Unknown,🟡 HOLD,0.0
2021-01-06 00:30:00,30135.95371823695,Unknown,🟡 HOLD,0.0
2021-01-06 01:00:00,30122.183232894648,Unknown,🟡 HOLD,-0.0
2021-01-06 01:30:00,30137.31654452696,Unknown,🟡 HOLD,0.0
2021-01-06 02:00:00,30118.2137847618,Unknown,🟡 HOLD,-0.0
2021-01-06 02:30:00,30126.05919243047,Unknown,🟡 HOLD,0.0
2021-01-06 03:00:00,30134.468053535336,Unknown,🟡 HOLD,0.0
2021-01-06 03:30:00,30128.28470233136,Unknown,🟡 HOLD,-0.0
2021-01-06 04:00:00,30141.60713118296,Unknown,🟡 HOLD,0.0
2021-01-06 04:30:00,30105.947890104777,Unknown,🟡 HOLD,-0.0
2021-01-06 05:00:00,30089.83304068549,Unknown,🟡 HOLD,-0.0
2021-01-06 05:30:00,30087.12044480043,Unknown,🟡 HOLD,-0.0
2021-01-06 06:00:00,30090.230157809357,Unknown,🟡 HOLD,0.0
2021-01-06 06:30:00,30073.939217381816,Unknown,🟡 HOLD,-0.0
2021-01-06 07:00:00,30044.83591039174,Unknown,🟡 HOLD,-0.0
2021-01-06 07:30:00,30054.911394142066,Unknown,🟡 HOLD,0.0
2021-01-06 08:00:00,30079.92039193045,Unknown,🟡 HOLD,0.0
2021-01-06 08:30:00,30067.470222833894,Unknown,🟡 HOLD,-0.0
2021-01-06 09:00:00,30056.049604667656,Unknown,🟡 HOLD,-0.0
2021-01-06 09:30:00,30068.261260897943,Unknown,🟡 HOLD,0.0
2021-01-06 10:00:00,30090.24170901087,Unknown,🟡 HOLD,0.0
2021-01-06 10:30:00,30087.48863350053,Unknown,🟡 HOLD,-0.0
2021-01-06 11:00:00,30081.159459923823,Unknown,🟡 HOLD,-0.0
2021-01-06 11:30:00,30113.959541747936,Unknown,🟡 HOLD,0.0
2021-01-06 12:00:00,30106.59930236421,Unknown,🟡 HOLD,-0.0
2021-01-06 12:30:00,30075.932652269494,Unknown,🟡 HOLD,-0.0
2021-01-06 13:00:00,30081.60535073422,Unknown,🟡 HOLD,0.0
2021-01-06 13:30:00,30120.69562824633,Unknown,🟡 HOLD,0.0
2021-01-06 14:00:00,30120.77557081514,Unknown,🟡 HOLD,0.0
2021-01-06 14:30:00,30108.338602442087,Unknown,🟡 HOLD,-0.0
2021-01-06 15:00:00,30091.15599737328,Unknown,🟡 HOLD,-0.0
2021-01-06 15:30:00,30102.54971409177,Unknown,🟡 HOLD,0.0
2021-01-06 16:00:00,30094.556393660427,Unknown,🟡 HOLD,-0.0
2021-01-06 16:30:00,30080.75493540382,Unknown,🟡 HOLD,-0.0
2021-01-06 17:00:00,30096.789014042835,Unknown,🟡 HOLD,0.0
2021-01-06 17:30:00,30104.07939871749,Unknown,🟡 HOLD,0.0
2021-01-06 18:00:00,30102.366092409287,Unknown,🟡 HOLD,-0.0
2021-01-06 18:30:00,30097.429529169283,Unknown,🟡 HOLD,-0.0
2021-01-06 19:00:00,30056.88055069586,Unknown,🟡 HOLD,-0.0
2021-01-06 19:30:00,30064.49015845893,Unknown,🟡 HOLD,0.0
2021-01-06 20:00:00,30043.05108630657,Unknown,🟡 HOLD,-0.0
2021-01-06 20:30:00,30028.1023430972,Unknown,🟡 HOLD,-0.0
2021-01-06 21:00:00,30039.856904353757,Unknown,🟡 HOLD,0.0
2021-01-06 21:30:00,30008.393764952387,Unknown,🟡 HOLD,-0.0
2021-01-06 22:00:00,30004.345253547453,Unknown,🟡 HOLD,-0.0
2021-01-06 22:30:00,30020.68943268923,Unknown,🟡 HOLD,0.0
2021-01-06 23:00:00,29979.060547910893,Unknown,🟡 HOLD,-0.0
2021-01-06 23:30:00,29986.17478141625,Unknown,🟡 HOLD,0.0
2021-01-07 00:00:00,29989.823414157105,Unknown,🟡 HOLD,0.0
2021-01-07 00:30:00,29982.367738055316,Unknown,🟡 HOLD,-0.0
2021-01-07 01:00:00,29965.72832740629,Unknown,🟡 HOLD,-0.0
2021-01-07 01:30:00,29987.22513421892,Unknown,🟡 HOLD,0.0
2021-01-07 02:00:00,29989.30585141032,Unknown,🟡 HOLD,0.0
2021-01-07 02:30:00,30022.2052872646,Unknown,🟡 HOLD,0.0
2021-01-07 03:00:00,29987.395380042977,Unknown,🟡 HOLD,-0.0
2021-01-07 03:30:00,29975.503716128565,Unknown,🟡 HOLD,-0.0
2021-01-07 04:00:00,29959.675546365524,Unknown,🟡 HOLD,-0.0
2021-01-07 04:30:00,29960.00452347905,Unknown,🟡 HOLD,0.0
2021-01-07 05:00:00,29924.564797608706,Unknown,🟡 HOLD,-0.0
2021-01-07 05:30:00,29928.43989653633,Unknown,🟡 HOLD,0.0
2021-01-07 06:00:00,29902.728077084343,Unknown,🟡 HOLD,-0.0
2021-01-07 06:30:00,29889.48040144015,Unknown,🟡 HOLD,-0.0
2021-01-07 07:00:00,29864.06617279182,Unknown,🟡 HOLD,-0.0
2021-01-07 07:30:00,29863.17595878532,Unknown,🟡 HOLD,-0.0
2021-01-07 08:00:00,29842.297704112952,Unknown,🟡 HOLD,-0.0
2021-01-07 08:30:00,29818.159109749275,Unknown,🟡 HOLD,-0.0
2021-01-07 09:00:00,29803.613518183334,Unknown,🟡 HOLD,-0.0
2021-01-07 09:30:00,29792.209500853747,Unknown,🟡 HOLD,-0.0
2021-01-07 10:00:00,29798.571138805062,Unknown,🟡 HOLD,0.0
2021-01-07 10:30:00,29803.039071693725,Unknown,🟡 HOLD,0.0
2021-01-07 11:00:00,29795.149487901985,Unknown,🟡 HOLD,-0.0
2021-01-07 11:30:00,29772.784090888432,Unknown,🟡 HOLD,-0.0
2021-01-07 12:00:00,29765.345545247503,Unknown,🟡 HOLD,-0.0
2021-01-07 12:30:00,29773.99897368937,Unknown,🟡 HOLD,0.0
2021-01-07 13:00:00,29774.99449836859,Unknown,🟡 HOLD,0.0
2021-01-07 13:30:00,29779.3642884321,Unknown,🟡 HOLD,0.0
2021-01-07 14:00:00,29783.538698689368,Unknown,🟡 HOLD,0.0
2021-01-07 14:30:00,29762.25518889526,Unknown,🟡 HOLD,-0.0
2021-01-07 15:00:00,29748.307530739334,Unknown,🟡 HOLD,-0.0
2021-01-07 15:30:00,29768.9416414783,Unknown,🟡 HOLD,0.0
2021-01-07 16:00:00,29779.7753197708,Unknown,🟡 HOLD,0.0
2021-01-07 16:30:00,29808.377724282032,Unknown,🟡 HOLD,0.0
2021-01-07 17:00:00,29800.826938432896,Unknown,🟡 HOLD,-0.0
2021-01-07 17:30:00,29797.724558918657,Unknown,🟡 HOLD,-0.0
2021-01-07 18:00:00,29807.746123949542,Unknown,🟡 HOLD,0.0
2021-01-07 18:30:00,29779.77222350162,Unknown,🟡 HOLD,-0.0
2021-01-07 19:00:00,29758.345581557,Unknown,🟡 HOLD,-0.0
2021-01-07 19:30:00,29740.6181675706,Unknown,🟡 HOLD,-0.0
2021-01-07 20:00:00,29732.76872844187,Unknown,🟡 HOLD,-0.0
2021-01-07 20:30:00,29771.61182108084,Unknown,🟡 HOLD,0.0
2021-01-07 21:00:00,29777.135702359163,Unknown,🟡 HOLD,0.0
2021-01-07 21:30:00,29749.914184461137,Unknown,🟡 HOLD,-0.0
2021-01-07 22:00:00,29720.93512447473,Unknown,🟡 HOLD,-0.0
2021-01-07 22:30:00,29700.501666702345,Unknown,🟡 HOLD,-0.0
2021-01-07 23:00:00,29705.071455616544,Unknown,🟡 HOLD,0.0
2021-01-07 23:30:00,29706.21729622317,Unknown,🟡 HOLD,0.0
2021-01-08 00:00:00,29690.20652433289,Unknown,🟡 HOLD,-0.0
2021-01-08 00:30:00,29660.457753565544,Unknown,🟡 HOLD,-0.0
2021-01-08 01:00:00,29664.56142978017,Unknown,🟡 HOLD,0.0
2021-01-08 01:30:00,29660.428691682533,Unknown,🟡 HOLD,-0.0
2021-01-08 02:00:00,29643.23177791527,Unknown,🟡 HOLD,-0.0
2021-01-08 02:30:00,29641.31839634755,Unknown,🟡 HOLD,-0.0
2021-01-08 03:00:00,29612.10430884041,Unknown,🟡 HOLD,-0.0
2021-01-08 03:30:00,29636.515321915333,Unknown,🟡 HOLD,0.0
2021-01-08 04:00:00,29610.439131952306,Unknown,🟡 HOLD,-0.0
2021-01-08 04:30:00,29619.727912732105,Unknown,🟡 HOLD,0.0
2021-01-08 05:00:00,29612.59321293733,Unknown,🟡 HOLD,-0.0
2021-01-08 05:30:00,29607.783490504236,Unknown,🟡 HOLD,-0.0
2021-01-08 06:00:00,29632.49684461268,Unknown,🟡 HOLD,0.0
2021-01-08 06:30:00,29648.45189348052,Unknown,🟡 HOLD,0.0
2021-01-08 07:00:00,29702.254836437456,Unknown,🟡 HOLD,0.0
2021-01-08 07:30:00,29710.243422121,Unknown,🟡 HOLD,0.0
2021-01-08 08:00:00,29709.14843937862,Unknown,🟡 HOLD,-0.0
